,cell_name,cell_type_herm,Gender_herm,indegree_herm,outdegree_herm,degree_herm,instrength_herm,outstrength_herm,strength_herm,BC_wei_herm,BC_wei_norm_herm,BC_bin_herm,BC_bin_norm_herm,eccentricity_herm,CC_wei_herm,CC_bin_herm,LE_wei_herm,LE_bin_herm,cell_type_male,Gender_male,indegree_male,outdegree_male,degree_male,instrength_male,outstrength_male,strength_male,BC_wei_male,BC_wei_norm_male,BC_bin_male,BC_bin_norm_male,eccentricity_male,CC_wei_male,CC_bin_male,LE_wei_male,LE_bin_male
227,DD01,motorneuron,GS,29,10,39,205,24,229,208.0,0.0026817255872721,727.602400779418,0.009380913343898,1.65787545787546,0.0025023977539218,0.178522571819425,0.0058395090890327,0.465548661324995,motorneuron,GS,15,5,20,161,18,179,360.0,0.0028325937116419,41.4713116710502,0.0003263093795915,inf,0.0066990291385526,0.367567567567568,0.0116575101318428,0.633738738738739
228,DD02,motorneuron,GS,22,6,28,138,16,154,7.0,9.02503803408886e-05,72.790032732882,0.0009384754484526,1.82454212454212,0.0034069738287925,0.275537634408602,0.0066825904436446,0.565793010752688,motorneuron,GS,16,6,22,119,16,135,1.0,7.86831586567211e-06,134.794685983659,0.0010606071663335,inf,0.0039494565425131,0.288888888888889,0.0074630495867832,0.577592592592593
229,DD03,motorneuron,GS,20,8,28,176,12,188,1.0,1.28929114772698e-05,121.510980889515,0.0015666303201247,2.16978021978022,0.0033246752593979,0.259459459459459,0.0066091937591082,0.515018768768769,motorneuron,GS,11,8,19,71,13,84,0.0,0.0,918.741717761086,0.0072289500343144,inf,0.002827566312174,0.289634146341463,0.0053702728052542,0.553048780487805
230,DD04,motorneuron,GS,15,7,22,120,14,134,103.0,0.0013279698821587,167.623879271608,0.0021611598369254,1.93750773036487,0.0033961830798094,0.28125,0.0059710440013992,0.477678571428571,motorneuron,GS,18,14,32,137,67,204,439.0,0.00345419066503,402.178409066874,0.0031644667568916,inf,0.005412695801497,0.336099585062241,0.0099922890320494,0.617116182572614
231,DD05,motorneuron,GS,15,5,20,113,10,123,16.5,0.0002127330393749,41.3638459806402,0.0005333004045878,1.69778911564626,0.0036438770227355,0.305405405405405,0.0067085245411696,0.56472972972973,motorneuron,GS,28,19,47,282,96,378,9034.0,0.0710823655304819,572.843274583897,0.004507311825952,inf,0.0055051506636907,0.273069679849341,0.0106506248534147,0.594083490269931
232,DD06,motorneuron,GS,31,17,48,236,85,321,2359.0,0.0304143781748795,468.059087455687,0.0060346443806978,1.36445578231293,0.0048533029745848,0.321782178217822,0.0094793101888261,0.619246924692469,motorneuron,GS,37,12,49,309,35,344,23.0,0.0001809712649104,199.361849615189,0.0015686420043369,inf,0.0044508311316274,0.262027491408935,0.009729188918859,0.586519186712486
233,VA01,motorneuron,GS,10,5,15,64,37,101,164.0,0.0021144374822722,27.6727770320558,0.0003567826646045,1.36904761904762,0.0097174331554647,0.455445544554455,0.0140045283109901,0.70049504950495,motorneuron,GS,8,5,13,57,37,94,706.0,0.0055550310011645,397.962148501181,0.0031312918869888,inf,0.010779373618805,0.425675675675676,0.015594397429307,0.672297297297297
234,VA02,motorneuron,GS,15,12,27,74,85,159,2200.0,0.0283644052499936,213.779673154673,0.0027562424016228,1.33095238095238,0.0041313460333478,0.274052478134111,0.0072263288947322,0.510568513119534,motorneuron,GS,10,10,20,56,70,126,2909.0,0.0228889308532402,407.313591060511,0.0032048719908453,inf,0.0059976700189385,0.361413043478261,0.0093590861529538,0.615942028985507
235,VA03,motorneuron,GS,14,13,27,56,66,122,1.0,1.28929114772698e-05,195.552215282645,0.0025212374008231,1.42619047619048,0.0043449068094698,0.323615160349854,0.0080967151869443,0.624562682215744,motorneuron,GS,13,11,24,56,63,119,1.0,7.86831586567211e-06,713.774952344157,0.0056162067820488,inf,0.0050915834278437,0.307407407407407,0.0091489865477231,0.589444444444444
236,VA04,motorneuron,GS,12,10,22,54,57,111,364.0,0.0046930197777262,310.079090864559,0.003997822269469,1.42619047619048,0.0045394523170812,0.329596412556054,0.0076899222160994,0.586434977578475,motorneuron,GS,11,8,19,53,54,107,540.0,0.0042488905674629,445.283374618621,0.0035036302412317,inf,0.0051871793952049,0.307926829268293,0.0086080629940969,0.549339430894309
237,VA05,motorneuron,GS,11,8,19,31,46,77,0.0,0.0,65.0913245557511,0.0008392166854355,1.42619047619048,0.004257831450684,0.333333333333333,0.0067250354643378,0.557676767676768,motorneuron,GS,8,5,13,24,23,47,0.0,0.0,169.566119984344,0.0013341997921532,inf,0.0057853501785294,0.385135135135135,0.0083821353511342,0.624211711711712
238,VA06,motorneuron,GS,11,12,23,44,70,114,1856.0,0.0239292437018127,117.623126505384,0.0015165045577136,1.33644688644689,0.0037295878758694,0.277551020408163,0.0062355884049097,0.504591836734694,motorneuron,GS,8,10,18,40,48,88,1137.0,0.0089462751392691,249.509083734428,0.0019632162821769,inf,0.0044882015372013,0.297945205479452,0.0070795692990468,0.53824200913242
239,VA07,motorneuron,GS,6,11,17,28,58,86,643.0,0.0082901420798844,185.98765523178,0.0023979223747683,1.42619047619048,0.004292315761503,0.316793893129771,0.0070375792350499,0.551081424936387,motorneuron,GS,5,9,14,27,38,65,190.0,0.0014949800144777,84.0857758770276,0.0006616134444105,inf,0.0068873035350456,0.377906976744186,0.0094182062034842,0.545058139534884
240,VA08,motorneuron,GS,5,12,17,23,50,73,439.0,0.0056599881385214,136.005316651795,0.0017535045080296,1.60131902411314,0.0028645338237838,0.223484848484848,0.0042143822550442,0.369949494949495,motorneuron,GS,5,10,15,25,32,57,481.0,0.0037846599313882,47.2746442995545,0.0003719718337861,inf,0.0057706601009348,0.325,0.0074575431437296,0.459166666666667
241,VA09,motorneuron,GS,9,13,22,43,51,94,7.0,9.02503803408886e-05,200.882757846806,0.0025899636142286,1.42619047619048,0.0042387787133002,0.288888888888889,0.0074260423736574,0.564074074074074,motorneuron,GS,20,19,39,195,150,345,162.0,0.0012746671702388,221.028337676776,0.0017391207761053,inf,0.0099071449800847,0.399449035812672,0.0143076566783947,0.684573002754821
242,VA10,motorneuron,GS,9,16,25,34,53,87,174.0,0.0022433665970449,202.336698604132,0.002608709143706,1.42619047619048,0.0038218292884269,0.313993174061433,0.0067151982947602,0.603384527872582,motorneuron,GS,21,23,44,274,281,555,5085.0,0.0400103861769427,329.104666969968,0.0025894994725865,inf,0.0111754440549395,0.36505376344086,0.0183487942706471,0.660483870967742
243,VA11,motorneuron,GS,14,14,28,68,76,144,1282.0,0.0165287125138599,141.884999149601,0.0018293107339883,1.28869047619048,0.0053937859950621,0.369565217391304,0.008603820652606,0.612545289855073,motorneuron,GS,19,20,39,141,157,298,1200.0,0.0094419790388065,303.042242955605,0.0023844320882164,inf,0.0080645223726757,0.365331491712707,0.0126726035646109,0.665860957642726
244,VA12,motorneuron,GS,22,20,42,132,170,302,1191.0,0.0153554575694283,154.562119333589,0.0019927557223071,1.32383357383357,0.0068239054253122,0.361702127659574,0.0117063866503281,0.644996059889677,motorneuron,GS,29,35,64,163,341,504,288.0,0.0022660749693135,711.75141466456,0.0056002849484197,inf,0.0059609094015684,0.276857429718876,0.0128071552141852,0.612115127175368
245,VB01,motorneuron,GS,20,21,41,52,90,142,278.5,0.0035906758464196,645.998826745179,0.0083288056876457,1.28333333333333,0.0019208791368231,0.173053152039555,0.0043855320296419,0.41299517334746,motorneuron,GS,5,10,15,10,41,51,2.0,1.57366317313442e-05,223.913659605467,0.0017618234004144,inf,0.0028128464834223,0.331683168316832,0.0040853926766141,0.472359735973597
246,VB02,motorneuron,GS,14,14,28,51,101,152,202.0,0.0026043681184085,270.095555163656,0.003482318083129,1.35644257703081,0.0037023045836536,0.270380434782609,0.006408323211906,0.512558229813665,motorneuron,GS,10,11,21,42,98,140,164.0,0.0012904038019702,609.540279070739,0.0047960554485785,inf,0.0067858285889208,0.425,0.0098883584596392,0.663333333333333
247,VB03,motorneuron,GS,11,9,20,42,81,123,30.0,0.000386787344318,90.9559160261502,0.0011726865736591,1.44047619047619,0.0046778750630664,0.33879781420765,0.0077700054290952,0.574908925318761,motorneuron,GS,8,9,17,38,81,119,58.0,0.0004563623202089,235.380933065521,0.0018520515301161,inf,0.0063174754855342,0.434108527131783,0.0096472471218443,0.683139534883721
248,VB04,motorneuron,GS,13,13,26,22,40,62,1.0,1.28929114772698e-05,132.677633520608,0.0017106009839948,1.49761904761905,0.0025632618303303,0.284810126582278,0.0046566748246794,0.576295961422544,motorneuron,GS,10,12,22,17,38,55,2.0,1.57366317313442e-05,284.849464832735,0.0022412855634716,inf,0.0031944150253505,0.346846846846847,0.0049941622419387,0.616891891891892
249,VB05,motorneuron,GS,7,7,14,23,58,81,2.0,2.57858229545396e-05,25.6265961854701,0.000330401436083,1.61834733893557,0.0051359771730139,0.388235294117647,0.0076035630652427,0.610196078431372,motorneuron,GS,12,15,27,42,82,124,15.0,0.000118024737985,583.586541249703,0.0045918432415077,inf,0.0040100586255777,0.335294117647059,0.0074768041523412,0.624093137254902
250,VB06,motorneuron,GS,11,12,23,32,81,113,11.0,0.0001418220262499,290.205952324061,0.0037415996534909,1.54761904761905,0.0037634390221953,0.326530612244898,0.0067322235876313,0.610986394557823,motorneuron,GS,22,24,46,126,143,269,271.0,0.0021323135995971,511.93904846641,0.0040280981373053,inf,0.0060008330107698,0.330541871921182,0.0108692484760679,0.634852216748768
251,VB07,motorneuron,GS,13,12,25,28,72,100,8.0,0.0001031432918181,210.74130200722,0.0027170689513836,1.53501400560224,0.0035699779543197,0.325342465753425,0.0063409998844924,0.614583333333333,motorneuron,GS,16,18,34,82,126,208,688.0,0.0054134013155824,158.144212341605,0.0012443286150316,inf,0.0064034228018724,0.387773722627737,0.0107301796260671,0.674954379562044
252,VB08,motorneuron,GS,9,10,19,28,63,91,105.0,0.0013537557051133,79.6825440578441,0.0010273399868214,1.41708736126029,0.0051432034923003,0.387878787878788,0.0084655995393706,0.667171717171717,motorneuron,GS,25,29,54,188,268,456,7826.0,0.0615774399647499,778.542958042183,0.0061258219088706,inf,0.0073190926762723,0.353338068181818,0.0131016842414137,0.62493609406953
253,VB09,motorneuron,GS,7,10,17,27,67,94,35.0,0.0004512519017044,85.9407404950281,0.0011080263594934,1.41708736126029,0.0052477625289763,0.346153846153846,0.009210496446053,0.628846153846154,motorneuron,GS,29,27,56,197,235,432,1804.0,0.0141944418216725,556.471727006237,0.0043784953184011,inf,0.0071674559233878,0.331353135313531,0.0128079913999779,0.631650165016502
254,VB10,motorneuron,GS,10,12,22,30,59,89,1.0,1.28929114772698e-05,61.3374780741123,0.0007908186750485,1.41708736126029,0.0045254284810542,0.393665158371041,0.0075711303653762,0.666666666666667,motorneuron,GS,27,25,52,138,131,269,460.0,0.0036194252982091,523.617967304619,0.0041199915596939,inf,0.0054935570558109,0.345092024539877,0.0096618136150448,0.634585889570552
255,VB11,motorneuron,GS,11,14,25,41,81,122,11.0,0.0001418220262499,63.5879260861288,0.0008198335020516,1.39892866237404,0.0067653434747925,0.429310344827586,0.0104475797676517,0.696551724137931,motorneuron,GS,21,19,40,103,79,182,25.5,0.0002006420545746,285.981019930482,0.0022501889964001,inf,0.0054147331292873,0.414041994750656,0.0087813114681752,0.678915135608049
256,VD01,motorneuron,GS,18,11,29,90,35,125,108.0,0.0013924344395451,399.005263097905,0.005144339536086,1.48333333333333,0.0022694784559328,0.183544303797468,0.0039795788385164,0.354321880650995,motorneuron,GS,5,4,9,32,19,51,354.0,0.0027853838164479,10.5833479456463,8.32731245526575e-05,inf,0.0061580101133652,0.53030303030303,0.0081085306631438,0.674242424242424
257,VD02,motorneuron,GS,16,8,24,137,37,174,1530.0,0.0197261545602228,85.3548803129136,0.0011004729160273,1.40787545787546,0.00652785779623,0.436802973977695,0.0105907172600268,0.642037037037037,motorneuron,GS,12,7,19,131,36,167,2109.0,0.0165942781607025,31.1519145399912,0.000245113103421,inf,0.008856609459013,0.5,0.0137148298722079,0.669211195928753
258,VD03,motorneuron,GS,17,7,24,161,32,193,577.0,0.0074392099223846,66.4370784354236,0.0008565673710763,1.5507326007326,0.005173191301346,0.340148698884758,0.0094994708427745,0.618184634448575,motorneuron,GS,12,7,19,151,32,183,731.0,0.0057517388978063,52.902269306478,0.0004162517649142,inf,0.0067355293696487,0.38719512195122,0.0114424308736401,0.638262195121951
259,VD04,motorneuron,GS,17,5,22,119,12,131,10.0,0.0001289291147726,29.7236461941929,0.0003832243391634,1.71739926739927,0.0039411323298001,0.283185840707965,0.0064918469795113,0.48193215339233,motorneuron,GS,13,5,18,100,12,112,7.0,5.50782110597048e-05,39.722191831629,0.000312546752208,inf,0.0046125537488283,0.314189189189189,0.0077738661328345,0.559121621621622
260,VD05,motorneuron,GS,17,9,26,104,21,125,30.0,0.000386787344318,254.160931787794,0.0032768743945204,1.76978021978022,0.0028404515536485,0.276729559748428,0.005117430194451,0.498401467505241,motorneuron,GS,13,8,21,92,19,111,363.0,0.0028561986592389,444.654037489801,0.0034986784179161,inf,0.0024881638749788,0.253694581280788,0.0041536686292559,0.443144499178982
261,VD06,motorneuron,GS,18,8,26,143,41,184,1069.0,0.0137825223692014,258.620803953203,0.0033343751315489,1.66978021978022,0.003626454427079,0.237421383647799,0.0070886511023312,0.485980083857442,motorneuron,GS,13,5,18,132,31,163,1070.0,0.0084190979762691,390.39530035631,0.0030717535356773,inf,0.0049077204973341,0.283783783783784,0.0090799161047126,0.539414414414414
262,VD07,motorneuron,GS,14,7,21,135,29,164,351.0,0.0045254119285217,335.652598154411,0.0043275392351204,1.73644688644689,0.0037408190345797,0.264705882352941,0.0063834801288289,0.455234593837535,motorneuron,GS,12,7,19,126,28,154,1444.0,0.0113618481100305,86.1419850700348,0.000677792347827,inf,0.0041413707399693,0.278787878787879,0.0088740448451629,0.56
263,VD08,motorneuron,GS,10,7,17,76,25,101,346.0,0.0044609473711353,447.108553099086,0.0057645309958366,1.73799019607843,0.0037917721248819,0.282442748091603,0.0050669766591471,0.393129770992366,motorneuron,GS,17,12,29,173,104,277,3400.0,0.0267522739432852,266.582159572619,0.0020975526356703,inf,0.0063425527305231,0.287341772151899,0.0105549393197001,0.54542194092827
264,VD09,motorneuron,GS,18,9,27,94,26,120,869.5,0.0112103865294861,459.304054195481,0.0059217665118934,1.57132352941176,0.0021881462308194,0.206140350877193,0.0036186074161619,0.352875243664717,motorneuron,GS,23,15,38,246,158,404,2268.0,0.0178453403833444,262.479900491303,0.0020652747654557,inf,0.0064704160044177,0.263081395348837,0.0113155372754105,0.520603197674419
265,VD10,motorneuron,GS,12,5,17,62,17,79,8.0,0.0001031432918181,22.3162373142865,0.0002877212721988,1.67600661886376,0.0042838005660402,0.370229007633588,0.0060832804492349,0.535623409669211,motorneuron,GS,20,16,36,135,67,202,689.0,0.005421269631448,206.135563533242,0.0016219397250278,inf,0.0057841555804064,0.337133550488599,0.0097202230832351,0.602660152008686
266,VD11,motorneuron,GS,20,10,30,99,31,130,308.0,0.0039710167349991,303.53884071292,0.0039134994032247,1.5093399521971,0.0040456881191278,0.321176470588235,0.0076092759137673,0.605098039215686,motorneuron,GS,19,13,32,133,53,186,561.0,0.004414125200642,107.606948596494,0.0008466854608983,inf,0.0055733085395503,0.371900826446281,0.0092168850968486,0.620678374655647
267,VD12,motorneuron,GS,24,14,38,199,121,320,2570.0,0.0331347824965834,159.590659510747,0.0020575882456711,1.34267328553043,0.0063331071764519,0.314949201741655,0.0120557293534331,0.631107885824867,motorneuron,GS,16,12,28,91,43,134,4.0,3.14732634626884e-05,71.6583316448838,0.000563830387789,inf,0.0044142224450819,0.313513513513514,0.0076206093867801,0.590923423423423
268,VD13,motorneuron,GS,22,18,40,126,86,212,220.0,0.0028364405249993,173.282238370735,0.002234112559897,1.3534741169195,0.0063639862397045,0.463350785340314,0.0103099062243222,0.691497093023256,motorneuron,GS,19,16,35,180,61,241,145.0,0.0011409058005224,139.818582396122,0.0011001367701831,inf,0.0068445088751565,0.417383820998279,0.0115086696465255,0.645954692556634
