,Source,Target,Weight,source_ct,target_ct
12197,FLPR,AVBR,11.0,sensory,interneuron
12198,FLPR,AVAL,23.0,sensory,interneuron
12199,FLPR,AVAR,10.0,sensory,interneuron
12200,FLPR,PVCL,2.0,sensory,interneuron
12346,DVA,URXL,1.0,sensory,sensory
12354,DVA,AQR,6.0,sensory,sensory
12387,DVA,URYDL,3.0,sensory,sensory
12410,DVA,RIR,4.0,sensory,interneuron
12415,DVA,AUAL,4.0,sensory,interneuron
12416,DVA,AUAR,8.0,sensory,interneuron
12417,DVA,AIZL,5.0,sensory,interneuron
12418,DVA,AIZR,3.0,sensory,interneuron
12429,DVA,PVR,2.0,sensory,interneuron
12435,DVA,PVPR,3.0,sensory,interneuron
12453,DVA,SAADR,5.0,sensory,interneuron
12454,DVA,SAAVL,3.0,sensory,interneuron
12455,DVA,SAAVR,1.0,sensory,interneuron
12463,DVA,AVDR,2.0,sensory,interneuron
12467,DVA,RIAL,3.0,sensory,interneuron
12468,DVA,RIAR,4.0,sensory,interneuron
12470,DVA,RIMR,5.0,sensory,interneuron
12471,DVA,AVEL,19.0,sensory,interneuron
12472,DVA,AVER,17.0,sensory,interneuron
12476,DVA,AVBL,1.0,sensory,interneuron
12477,DVA,AVBR,1.0,sensory,interneuron
12478,DVA,AVAL,6.0,sensory,interneuron
12479,DVA,AVAR,2.0,sensory,interneuron
12480,DVA,PVCL,4.0,sensory,interneuron
12481,DVA,PVCR,1.0,sensory,interneuron
12507,DVA,SMDVL,1.0,sensory,motorneuron
12509,DVA,SMBDL,6.0,sensory,motorneuron
12510,DVA,SMBDR,6.0,sensory,motorneuron
12511,DVA,SMBVL,5.0,sensory,motorneuron
12512,DVA,SMBVR,6.0,sensory,motorneuron
13196,ADEL,ALML,1.0,sensory,sensory
13202,ADEL,FLPL,4.0,sensory,sensory
13207,ADEL,ADEL,2.0,sensory,sensory
13208,ADEL,ADER,5.0,sensory,sensory
13219,ADEL,IL2L,5.0,sensory,sensory
13223,ADEL,CEPDL,1.0,sensory,sensory
13225,ADEL,CEPVL,1.0,sensory,sensory
13231,ADEL,OLLL,6.0,sensory,sensory
13239,ADEL,IL1L,3.0,sensory,sensory
13247,ADEL,RIH,3.0,sensory,interneuron
13248,ADEL,URBL,2.0,sensory,interneuron
13263,ADEL,ADAL,1.0,sensory,interneuron
13265,ADEL,RIFL,1.0,sensory,interneuron
13267,ADEL,BDUL,1.0,sensory,interneuron
13272,ADEL,AVHL,2.0,sensory,interneuron
13284,ADEL,RIGL,18.0,sensory,interneuron
13285,ADEL,RIGR,15.0,sensory,interneuron
13286,ADEL,RMGL,7.0,sensory,interneuron
13293,ADEL,SAADR,1.0,sensory,interneuron
13302,ADEL,AVDL,2.0,sensory,interneuron
13304,ADEL,AVL,1.0,sensory,interneuron
13307,ADEL,RIAL,2.0,sensory,interneuron
13311,ADEL,AVEL,3.0,sensory,interneuron
13318,ADEL,AVAL,7.0,sensory,interneuron
13319,ADEL,AVAR,9.0,sensory,interneuron
13329,ADEL,RMER,1.0,sensory,motorneuron
13334,ADEL,RMDL,11.0,sensory,motorneuron
13338,ADEL,RIVL,2.0,sensory,motorneuron
13339,ADEL,RIVR,2.0,sensory,motorneuron
13340,ADEL,RMHL,1.0,sensory,motorneuron
13341,ADEL,RMHR,2.0,sensory,motorneuron
13350,ADEL,SMBDR,1.0,sensory,motorneuron
13351,ADEL,SMBVL,2.0,sensory,motorneuron
13354,ADEL,SIBDR,2.0,sensory,motorneuron
13358,ADEL,SIADR,2.0,sensory,motorneuron
13441,ADER,ASIR,1.0,sensory,sensory
13467,ADER,URXR,2.0,sensory,sensory
13469,ADER,ALNR,1.0,sensory,sensory
13482,ADER,FLPL,1.0,sensory,sensory
13483,ADER,FLPR,4.0,sensory,sensory
13487,ADER,ADEL,3.0,sensory,sensory
13500,ADER,IL2R,1.0,sensory,sensory
13504,ADER,CEPDR,5.0,sensory,sensory
13506,ADER,CEPVR,1.0,sensory,sensory
13512,ADER,OLLR,3.0,sensory,sensory
13520,ADER,IL1R,1.0,sensory,sensory
13529,ADER,URBR,1.0,sensory,interneuron
13544,ADER,ADAR,1.0,sensory,interneuron
13564,ADER,RIGL,12.0,sensory,interneuron
13565,ADER,RIGR,11.0,sensory,interneuron
13567,ADER,RMGR,5.0,sensory,interneuron
13580,ADER,AVJR,1.0,sensory,interneuron
13583,ADER,AVDR,5.0,sensory,interneuron
13588,ADER,RIAR,1.0,sensory,interneuron
13592,ADER,AVER,4.0,sensory,interneuron
13598,ADER,AVAL,9.0,sensory,interneuron
13599,ADER,AVAR,4.0,sensory,interneuron
13614,ADER,RMDL,1.0,sensory,motorneuron
13615,ADER,RMDR,6.0,sensory,motorneuron
13628,ADER,SMDVR,1.0,sensory,motorneuron
16017,IL2DL,IL2DL,2.0,sensory,sensory
16033,IL2DL,OLQDL,2.0,sensory,sensory
16037,IL2DL,IL1DL,17.0,sensory,sensory
16047,IL2DL,RIH,2.0,sensory,interneuron
16055,IL2DL,AUAL,2.0,sensory,interneuron
16082,IL2DL,RIBL,1.0,sensory,interneuron
16117,IL2DL,AVBR,2.0,sensory,interneuron
16122,IL2DL,RIPL,28.0,sensory,interneuron
16124,IL2DL,URADL,8.0,sensory,motorneuron
16128,IL2DL,RMEL,11.0,sensory,motorneuron
16129,IL2DL,RMER,8.0,sensory,motorneuron
16130,IL2DL,RMED,2.0,sensory,motorneuron
16131,IL2DL,RMEV,1.0,sensory,motorneuron
16140,IL2DL,RMHL,1.0,sensory,motorneuron
16304,IL2DR,CEPDR,2.0,sensory,sensory
16314,IL2DR,OLQDR,2.0,sensory,sensory
16318,IL2DR,IL1DR,28.0,sensory,sensory
16370,IL2DR,RICL,1.0,sensory,interneuron
16371,IL2DR,RICR,2.0,sensory,interneuron
16402,IL2DR,RIPL,1.0,sensory,interneuron
16403,IL2DR,RIPR,43.0,sensory,interneuron
16405,IL2DR,URADR,5.0,sensory,motorneuron
16408,IL2DR,RMEL,12.0,sensory,motorneuron
16409,IL2DR,RMER,11.0,sensory,motorneuron
16410,IL2DR,RMED,3.0,sensory,motorneuron
16411,IL2DR,RMEV,5.0,sensory,motorneuron
16546,IL2L,URXL,3.0,sensory,sensory
16567,IL2L,ADEL,6.0,sensory,sensory
16593,IL2L,OLQDL,20.0,sensory,sensory
16595,IL2L,OLQVL,19.0,sensory,sensory
16599,IL2L,IL1L,6.0,sensory,sensory
16607,IL2L,RIH,25.0,sensory,interneuron
16650,IL2L,RICL,1.0,sensory,interneuron
16671,IL2L,AVEL,2.0,sensory,interneuron
16686,IL2L,URAVL,2.0,sensory,motorneuron
16689,IL2L,RMER,10.0,sensory,motorneuron
16691,IL2L,RMEV,5.0,sensory,motorneuron
16695,IL2L,RMDR,3.0,sensory,motorneuron
16827,IL2R,URXR,1.0,sensory,sensory
16848,IL2R,ADER,5.0,sensory,sensory
16872,IL2R,OLLR,5.0,sensory,sensory
16874,IL2R,OLQDR,10.0,sensory,sensory
16876,IL2R,OLQVR,26.0,sensory,sensory
16880,IL2R,IL1R,2.0,sensory,sensory
16887,IL2R,RIH,19.0,sensory,interneuron
16889,IL2R,URBR,3.0,sensory,interneuron
16927,IL2R,RMGR,1.0,sensory,interneuron
16952,IL2R,AVER,2.0,sensory,interneuron
16965,IL2R,URADR,2.0,sensory,motorneuron
16967,IL2R,URAVR,1.0,sensory,motorneuron
16968,IL2R,RMEL,5.0,sensory,motorneuron
16971,IL2R,RMEV,2.0,sensory,motorneuron
16974,IL2R,RMDL,3.0,sensory,motorneuron
17105,IL2VL,BAGR,1.0,sensory,sensory
17139,IL2VL,IL2L,1.0,sensory,sensory
17155,IL2VL,OLQVL,6.0,sensory,sensory
17161,IL2VL,IL1VL,27.0,sensory,sensory
17167,IL2VL,RIH,5.0,sensory,interneuron
17218,IL2VL,DVC,1.0,sensory,interneuron
17227,IL2VL,RIAL,4.0,sensory,interneuron
17242,IL2VL,RIPL,36.0,sensory,interneuron
17246,IL2VL,URAVL,7.0,sensory,motorneuron
17248,IL2VL,RMEL,7.0,sensory,motorneuron
17249,IL2VL,RMER,6.0,sensory,motorneuron
17251,IL2VL,RMEV,2.0,sensory,motorneuron
17383,IL2VR,ADLR,1.0,sensory,sensory
17387,IL2VR,URXR,1.0,sensory,sensory
17436,IL2VR,OLQVR,9.0,sensory,sensory
17442,IL2VR,IL1VR,29.0,sensory,sensory
17447,IL2VR,RIH,5.0,sensory,interneuron
17508,IL2VR,RIAR,2.0,sensory,interneuron
17518,IL2VR,AVAL,1.0,sensory,interneuron
17523,IL2VR,RIPR,43.0,sensory,interneuron
17527,IL2VR,URAVR,16.0,sensory,motorneuron
17528,IL2VR,RMEL,8.0,sensory,motorneuron
17529,IL2VR,RMER,17.0,sensory,motorneuron
17530,IL2VR,RMED,2.0,sensory,motorneuron
17531,IL2VR,RMEV,15.0,sensory,motorneuron
17558,IL2VR,SIADR,1.0,sensory,motorneuron
17654,CEPDL,AFDL,2.0,sensory,sensory
17676,CEPDL,ALML,2.0,sensory,sensory
17697,CEPDL,IL2DL,1.0,sensory,sensory
17704,CEPDL,CEPDR,1.0,sensory,sensory
17707,CEPDL,URYDL,7.0,sensory,sensory
17711,CEPDL,OLLL,8.0,sensory,sensory
17713,CEPDL,OLQDL,27.0,sensory,sensory
17717,CEPDL,IL1DL,18.0,sensory,sensory
17723,CEPDL,AINL,2.0,sensory,interneuron
17727,CEPDL,RIH,1.0,sensory,interneuron
17728,CEPDL,URBL,11.0,sensory,interneuron
17739,CEPDL,RIS,3.0,sensory,interneuron
17762,CEPDL,RIBL,3.0,sensory,interneuron
17766,CEPDL,RMGL,6.0,sensory,interneuron
17770,CEPDL,RICL,11.0,sensory,interneuron
17771,CEPDL,RICR,8.0,sensory,interneuron
17792,CEPDL,AVER,13.0,sensory,interneuron
17802,CEPDL,RIPL,8.0,sensory,interneuron
17804,CEPDL,URADL,8.0,sensory,motorneuron
17812,CEPDL,RMDDL,2.0,sensory,motorneuron
17816,CEPDL,RMDVL,13.0,sensory,motorneuron
17820,CEPDL,RMHL,1.0,sensory,motorneuron
17821,CEPDL,RMHR,8.0,sensory,motorneuron
17830,CEPDL,SMBDR,5.0,sensory,motorneuron
17834,CEPDL,SIBDR,2.0,sensory,motorneuron
17838,CEPDL,SIADR,4.0,sensory,motorneuron
17947,CEPDR,URXR,2.0,sensory,sensory
17984,CEPDR,CEPDR,6.0,sensory,sensory
17988,CEPDR,URYDR,3.0,sensory,sensory
17992,CEPDR,OLLR,13.0,sensory,sensory
17994,CEPDR,OLQDR,20.0,sensory,sensory
17998,CEPDR,IL1DR,15.0,sensory,sensory
18000,CEPDR,IL1R,1.0,sensory,sensory
18007,CEPDR,RIH,4.0,sensory,interneuron
18009,CEPDR,URBR,14.0,sensory,interneuron
18026,CEPDR,RIFR,2.0,sensory,interneuron
18028,CEPDR,BDUR,5.0,sensory,interneuron
18043,CEPDR,RIBR,3.0,sensory,interneuron
18047,CEPDR,RMGR,1.0,sensory,interneuron
18050,CEPDR,RICL,13.0,sensory,interneuron
18051,CEPDR,RICR,19.0,sensory,interneuron
18071,CEPDR,AVEL,9.0,sensory,interneuron
18085,CEPDR,URADR,3.0,sensory,motorneuron
18095,CEPDR,RMDR,1.0,sensory,motorneuron
18097,CEPDR,RMDVR,3.0,sensory,motorneuron
18100,CEPDR,RMHL,7.0,sensory,motorneuron
18101,CEPDR,RMHR,1.0,sensory,motorneuron
18109,CEPDR,SMBDL,1.0,sensory,motorneuron
18116,CEPDR,SIBVR,1.0,sensory,motorneuron
18226,CEPVL,URXL,2.0,sensory,sensory
18269,CEPVL,URYVL,5.0,sensory,sensory
18271,CEPVL,OLLL,4.0,sensory,sensory
18275,CEPVL,OLQVL,19.0,sensory,sensory
18281,CEPVL,IL1VL,9.0,sensory,sensory
18309,CEPVL,PVR,3.0,sensory,interneuron
18322,CEPVL,RIBL,3.0,sensory,interneuron
18326,CEPVL,RMGL,2.0,sensory,interneuron
18330,CEPVL,RICL,20.0,sensory,interneuron
18331,CEPVL,RICR,17.0,sensory,interneuron
18347,CEPVL,RIAL,1.0,sensory,interneuron
18352,CEPVL,AVER,5.0,sensory,interneuron
18362,CEPVL,RIPL,4.0,sensory,interneuron
18366,CEPVL,URAVL,6.0,sensory,motorneuron
18372,CEPVL,RMDDL,7.0,sensory,motorneuron
18377,CEPVL,RMDVR,8.0,sensory,motorneuron
18380,CEPVL,RMHL,10.0,sensory,motorneuron
18381,CEPVL,RMHR,5.0,sensory,motorneuron
18388,CEPVL,SMDVR,1.0,sensory,motorneuron
18391,CEPVL,SMBVL,1.0,sensory,motorneuron
18399,CEPVL,SIAVL,6.0,sensory,motorneuron
18487,CEPVR,ASGR,2.0,sensory,sensory
18503,CEPVR,ADLR,3.0,sensory,sensory
18542,CEPVR,IL2VR,3.0,sensory,sensory
18544,CEPVR,CEPDR,1.0,sensory,sensory
18550,CEPVR,URYVR,2.0,sensory,sensory
18552,CEPVR,OLLR,14.0,sensory,sensory
18556,CEPVR,OLQVR,11.0,sensory,sensory
18562,CEPVR,IL1VR,8.0,sensory,sensory
18610,CEPVR,RICL,13.0,sensory,interneuron
18611,CEPVR,RICR,12.0,sensory,interneuron
18627,CEPVR,RIAL,1.0,sensory,interneuron
18628,CEPVR,RIAR,1.0,sensory,interneuron
18631,CEPVR,AVEL,13.0,sensory,interneuron
18643,CEPVR,RIPR,3.0,sensory,interneuron
18647,CEPVR,URAVR,3.0,sensory,motorneuron
18653,CEPVR,RMDDR,4.0,sensory,motorneuron
18658,CEPVR,RIVL,2.0,sensory,motorneuron
18661,CEPVR,RMHR,15.0,sensory,motorneuron
18666,CEPVR,SMDDR,2.0,sensory,motorneuron
18672,CEPVR,SMBVR,2.0,sensory,motorneuron
18680,CEPVR,SIAVR,7.0,sensory,motorneuron
18831,URYDL,OLLL,3.0,sensory,sensory
18833,URYDL,OLQDL,2.0,sensory,sensory
18837,URYDL,IL1DL,3.0,sensory,sensory
18857,URYDL,AIZL,1.0,sensory,interneuron
18882,URYDL,RIBL,8.0,sensory,interneuron
18911,URYDL,AVEL,1.0,sensory,interneuron
18912,URYDL,AVER,9.0,sensory,interneuron
18933,URYDL,RMDDR,15.0,sensory,motorneuron
18936,URYDL,RMDVL,18.0,sensory,motorneuron
18945,URYDL,SMDDL,2.0,sensory,motorneuron
18946,URYDL,SMDDR,3.0,sensory,motorneuron
19056,URYDR,AWCL,1.0,sensory,sensory
19067,URYDR,URXR,1.0,sensory,sensory
19104,URYDR,CEPDR,3.0,sensory,sensory
19114,URYDR,OLQDR,1.0,sensory,sensory
19118,URYDR,IL1DR,5.0,sensory,sensory
19163,URYDR,RIBR,1.0,sensory,interneuron
19191,URYDR,AVEL,5.0,sensory,interneuron
19192,URYDR,AVER,2.0,sensory,interneuron
19196,URYDR,AVBL,1.0,sensory,interneuron
19210,URYDR,RMED,7.0,sensory,motorneuron
19212,URYDR,RMDDL,9.0,sensory,motorneuron
19217,URYDR,RMDVR,12.0,sensory,motorneuron
19225,URYDR,SMDDL,11.0,sensory,motorneuron
19228,URYDR,SMDVR,3.0,sensory,motorneuron
19346,URYVL,URXL,2.0,sensory,sensory
19385,URYVL,CEPVL,3.0,sensory,sensory
19391,URYVL,OLLL,9.0,sensory,sensory
19395,URYVL,OLQVL,9.0,sensory,sensory
19401,URYVL,IL1VL,1.0,sensory,sensory
19407,URYVL,RIH,2.0,sensory,interneuron
19419,URYVL,RIS,1.0,sensory,interneuron
19423,URYVL,ADAL,1.0,sensory,interneuron
19442,URYVL,RIBL,9.0,sensory,interneuron
19460,URYVL,AVJR,1.0,sensory,interneuron
19463,URYVL,AVDR,2.0,sensory,interneuron
19467,URYVL,RIAL,2.0,sensory,interneuron
19472,URYVL,AVER,23.0,sensory,interneuron
19475,URYVL,RID,4.0,sensory,interneuron
19477,URYVL,AVBR,1.0,sensory,interneuron
19492,URYVL,RMDDL,23.0,sensory,motorneuron
19497,URYVL,RMDVR,17.0,sensory,motorneuron
19508,URYVL,SMDVR,13.0,sensory,motorneuron
19515,URYVL,SIBVL,1.0,sensory,motorneuron
19516,URYVL,SIBVR,4.0,sensory,motorneuron
19666,URYVR,CEPVR,1.0,sensory,sensory
19682,URYVR,IL1VR,3.0,sensory,sensory
19704,URYVR,ADAR,1.0,sensory,interneuron
19723,URYVR,RIBR,19.0,sensory,interneuron
19744,URYVR,AVL,5.0,sensory,interneuron
19748,URYVR,RIAR,2.0,sensory,interneuron
19751,URYVR,AVEL,26.0,sensory,interneuron
19756,URYVR,AVBL,5.0,sensory,interneuron
19758,URYVR,AVAL,2.0,sensory,interneuron
19773,URYVR,RMDDR,32.0,sensory,motorneuron
19774,URYVR,RMDL,2.0,sensory,motorneuron
19776,URYVR,RMDVL,19.0,sensory,motorneuron
19787,URYVR,SMDVL,11.0,sensory,motorneuron
19790,URYVR,SMBDR,1.0,sensory,motorneuron
19794,URYVR,SIBDR,4.0,sensory,motorneuron
19795,URYVR,SIBVL,5.0,sensory,motorneuron
19927,OLLL,ADEL,5.0,sensory,sensory
19943,OLLL,CEPDL,5.0,sensory,sensory
19945,OLLL,CEPVL,14.0,sensory,sensory
19947,OLLL,URYDL,2.0,sensory,sensory
19949,OLLL,URYVL,1.0,sensory,sensory
19951,OLLL,OLLL,4.0,sensory,sensory
19961,OLLL,IL1VL,3.0,sensory,sensory
20002,OLLL,RIBL,24.0,sensory,interneuron
20032,OLLL,AVER,53.0,sensory,interneuron
20048,OLLL,RMEL,5.0,sensory,motorneuron
20052,OLLL,RMDDL,22.0,sensory,motorneuron
20054,OLLL,RMDL,6.0,sensory,motorneuron
20056,OLLL,RMDVL,3.0,sensory,motorneuron
20065,OLLL,SMDDL,8.0,sensory,motorneuron
20066,OLLL,SMDDR,9.0,sensory,motorneuron
20068,OLLL,SMDVR,10.0,sensory,motorneuron
20208,OLLR,ADER,2.0,sensory,sensory
20220,OLLR,IL2R,1.0,sensory,sensory
20224,OLLR,CEPDR,4.0,sensory,sensory
20226,OLLR,CEPVR,16.0,sensory,sensory
20232,OLLR,OLLR,4.0,sensory,sensory
20234,OLLR,OLQDR,1.0,sensory,sensory
20238,OLLR,IL1DR,1.0,sensory,sensory
20242,OLLR,IL1VR,2.0,sensory,sensory
20259,OLLR,RIS,2.0,sensory,interneuron
20283,OLLR,RIBR,21.0,sensory,interneuron
20311,OLLR,AVEL,39.0,sensory,interneuron
20329,OLLR,RMER,3.0,sensory,motorneuron
20330,OLLR,RMED,1.0,sensory,motorneuron
20333,OLLR,RMDDR,26.0,sensory,motorneuron
20334,OLLR,RMDL,9.0,sensory,motorneuron
20335,OLLR,RMDR,2.0,sensory,motorneuron
20337,OLLR,RMDVR,6.0,sensory,motorneuron
20345,OLLR,SMDDL,3.0,sensory,motorneuron
20346,OLLR,SMDDR,1.0,sensory,motorneuron
20347,OLLR,SMDVL,11.0,sensory,motorneuron
20348,OLLR,SMDVR,4.0,sensory,motorneuron
20503,OLQDL,CEPDL,3.0,sensory,sensory
20507,OLQDL,URYDL,3.0,sensory,sensory
20527,OLQDL,RIH,3.0,sensory,interneuron
20571,OLQDL,RICR,6.0,sensory,interneuron
20608,OLQDL,RMEL,2.0,sensory,motorneuron
20610,OLQDL,RMED,1.0,sensory,motorneuron
20612,OLQDL,RMDDL,1.0,sensory,motorneuron
20613,OLQDL,RMDDR,10.0,sensory,motorneuron
20620,OLQDL,RMHL,1.0,sensory,motorneuron
20635,OLQDL,SIBVL,10.0,sensory,motorneuron
20798,OLQDR,IL1DR,1.0,sensory,sensory
20807,OLQDR,RIH,2.0,sensory,interneuron
20850,OLQDR,RICL,2.0,sensory,interneuron
20851,OLQDR,RICR,2.0,sensory,interneuron
20889,OLQDR,RMER,1.0,sensory,motorneuron
20892,OLQDR,RMDDL,11.0,sensory,motorneuron
20901,OLQDR,RMHR,3.0,sensory,motorneuron
20916,OLQDR,SIBVR,6.0,sensory,motorneuron
21059,OLQVL,IL2L,1.0,sensory,sensory
21130,OLQVL,RICL,4.0,sensory,interneuron
21143,OLQVL,AVDR,1.0,sensory,interneuron
21158,OLQVL,AVAL,1.0,sensory,interneuron
21177,OLQVL,RMDVR,14.0,sensory,motorneuron
21180,OLQVL,RMHL,2.0,sensory,motorneuron
21193,OLQVL,SIBDL,13.0,sensory,motorneuron
21199,OLQVL,SIAVL,9.0,sensory,motorneuron
21362,OLQVR,IL1VR,2.0,sensory,sensory
21367,OLQVR,RIH,18.0,sensory,interneuron
21411,OLQVR,RICR,3.0,sensory,interneuron
21443,OLQVR,RIPR,18.0,sensory,interneuron
21449,OLQVR,RMER,2.0,sensory,motorneuron
21456,OLQVR,RMDVL,18.0,sensory,motorneuron
21461,OLQVR,RMHR,1.0,sensory,motorneuron
21474,OLQVR,SIBDR,18.0,sensory,motorneuron
21617,IL1DL,IL2DL,1.0,sensory,sensory
21722,IL1DL,RIPL,11.0,sensory,interneuron
21724,IL1DL,URADL,10.0,sensory,motorneuron
21728,IL1DL,RMEL,1.0,sensory,motorneuron
21733,IL1DL,RMDDR,3.0,sensory,motorneuron
21736,IL1DL,RMDVL,3.0,sensory,motorneuron
21898,IL1DR,IL2DR,5.0,sensory,sensory
21908,IL1DR,URYDR,2.0,sensory,sensory
21912,IL1DR,OLLR,1.0,sensory,sensory
21918,IL1DR,IL1DR,1.0,sensory,sensory
21920,IL1DR,IL1R,2.0,sensory,sensory
21949,IL1DR,PVR,5.0,sensory,interneuron
22003,IL1DR,RIPR,28.0,sensory,interneuron
22005,IL1DR,URADR,8.0,sensory,motorneuron
22012,IL1DR,RMDDL,11.0,sensory,motorneuron
22017,IL1DR,RMDVR,32.0,sensory,motorneuron
22167,IL1L,ADEL,3.0,sensory,sensory
22179,IL1L,IL2L,1.0,sensory,sensory
22191,IL1L,OLLL,1.0,sensory,sensory
22208,IL1L,URBL,1.0,sensory,interneuron
22246,IL1L,RMGL,1.0,sensory,interneuron
22272,IL1L,AVER,5.0,sensory,interneuron
22286,IL1L,URAVL,4.0,sensory,motorneuron
22289,IL1L,RMER,4.0,sensory,motorneuron
22292,IL1L,RMDDL,20.0,sensory,motorneuron
22295,IL1L,RMDR,9.0,sensory,motorneuron
22296,IL1L,RMDVL,22.0,sensory,motorneuron
22297,IL1L,RMDVR,5.0,sensory,motorneuron
22427,IL1R,URXR,1.0,sensory,sensory
22472,IL1R,OLLR,1.0,sensory,sensory
22551,IL1R,AVEL,2.0,sensory,interneuron
22552,IL1R,AVER,5.0,sensory,interneuron
22568,IL1R,RMEL,5.0,sensory,motorneuron
22572,IL1R,RMDDL,8.0,sensory,motorneuron
22573,IL1R,RMDDR,12.0,sensory,motorneuron
22574,IL1R,RMDL,11.0,sensory,motorneuron
22575,IL1R,RMDR,4.0,sensory,motorneuron
22576,IL1R,RMDVL,8.0,sensory,motorneuron
22577,IL1R,RMDVR,17.0,sensory,motorneuron
22580,IL1R,RMHL,3.0,sensory,motorneuron
22749,IL1VL,URYVL,4.0,sensory,sensory
22755,IL1VL,OLQVL,2.0,sensory,sensory
22759,IL1VL,IL1L,3.0,sensory,sensory
22761,IL1VL,IL1VL,5.0,sensory,sensory
22824,IL1VL,AVL,1.0,sensory,interneuron
22842,IL1VL,RIPL,13.0,sensory,interneuron
22846,IL1VL,URAVL,4.0,sensory,motorneuron
22852,IL1VL,RMDDL,30.0,sensory,motorneuron
22857,IL1VL,RMDVR,3.0,sensory,motorneuron
22860,IL1VL,RMHL,1.0,sensory,motorneuron
23022,IL1VR,IL2VR,2.0,sensory,sensory
23032,IL1VR,OLLR,1.0,sensory,sensory
23036,IL1VR,OLQVR,5.0,sensory,sensory
23040,IL1VR,IL1R,4.0,sensory,sensory
23123,IL1VR,RIPR,16.0,sensory,interneuron
23127,IL1VR,URAVR,4.0,sensory,motorneuron
23133,IL1VR,RMDDR,40.0,sensory,motorneuron
23136,IL1VR,RMDVL,5.0,sensory,motorneuron
23240,AINL,ASIL,11.0,interneuron,sensory
23247,AINL,ASGR,1.0,interneuron,sensory
23250,AINL,ASEL,1.0,interneuron,sensory
23255,AINL,AFDR,10.0,interneuron,sensory
23264,AINL,BAGL,5.0,interneuron,sensory
23334,AINL,AIAR,1.0,interneuron,interneuron
23336,AINL,AUAR,2.0,interneuron,interneuron
23362,AINL,RIBL,2.0,interneuron,interneuron
23363,AINL,RIBR,3.0,interneuron,interneuron
23374,AINL,SAAVL,3.0,interneuron,interneuron
23393,AINL,RMFL,1.0,interneuron,interneuron
23395,AINL,RID,2.0,interneuron,interneuron
23416,AINL,RMDVL,3.0,interneuron,motorneuron
23526,AINR,ASGL,1.0,interneuron,sensory
23530,AINR,ASEL,1.0,interneuron,sensory
23531,AINR,ASER,3.0,interneuron,sensory
23534,AINR,AFDL,9.0,interneuron,sensory
23535,AINR,AFDR,3.0,interneuron,sensory
23536,AINR,AWCL,2.0,interneuron,sensory
23545,AINR,BAGR,9.0,interneuron,sensory
23546,AINR,URXL,2.0,interneuron,sensory
23547,AINR,URXR,2.0,interneuron,sensory
23583,AINR,CEPDL,2.0,interneuron,sensory
23603,AINR,AINL,1.0,interneuron,interneuron
23604,AINR,AINR,1.0,interneuron,interneuron
23613,AINR,AIAL,2.0,interneuron,interneuron
23615,AINR,AUAL,1.0,interneuron,interneuron
23616,AINR,AUAR,2.0,interneuron,interneuron
23642,AINR,RIBL,8.0,interneuron,interneuron
23648,AINR,AIBL,2.0,interneuron,interneuron
23675,AINR,RID,2.0,interneuron,interneuron
23802,AIML,ASJL,2.0,interneuron,sensory
23806,AIML,ASGL,8.0,interneuron,sensory
23818,AIML,ASKL,7.0,interneuron,sensory
23826,AIML,URXL,1.0,interneuron,sensory
23836,AIML,ALML,1.0,interneuron,sensory
23863,AIML,CEPDL,3.0,interneuron,sensory
23893,AIML,AIAL,11.0,interneuron,interneuron
23901,AIML,PVQL,1.0,interneuron,interneuron
23905,AIML,RIFL,2.0,interneuron,interneuron
23910,AIML,AVFL,5.0,interneuron,interneuron
23911,AIML,AVFR,4.0,interneuron,interneuron
23912,AIML,AVHL,2.0,interneuron,interneuron
23913,AIML,AVHR,1.0,interneuron,interneuron
23926,AIML,RMGL,3.0,interneuron,interneuron
23939,AIML,AVJL,1.0,interneuron,interneuron
23942,AIML,AVDL,1.0,interneuron,interneuron
23955,AIML,RID,2.0,interneuron,interneuron
23991,AIML,SMBVL,4.0,interneuron,motorneuron
24083,AIMR,ASJR,4.0,interneuron,sensory
24087,AIMR,ASGR,6.0,interneuron,sensory
24093,AIMR,ADFR,2.0,interneuron,sensory
24099,AIMR,ASKR,4.0,interneuron,sensory
24107,AIMR,URXR,5.0,interneuron,sensory
24146,AIMR,CEPVR,1.0,interneuron,sensory
24154,AIMR,OLQDR,1.0,interneuron,sensory
24166,AIMR,AIMR,1.0,interneuron,interneuron
24174,AIMR,AIAR,10.0,interneuron,interneuron
24180,AIMR,ALA,2.0,interneuron,interneuron
24186,AIMR,RIFR,3.0,interneuron,interneuron
24188,AIMR,BDUR,2.0,interneuron,interneuron
24190,AIMR,AVFL,3.0,interneuron,interneuron
24191,AIMR,AVFR,4.0,interneuron,interneuron
24193,AIMR,AVHR,2.0,interneuron,interneuron
24199,AIMR,PVNR,1.0,interneuron,interneuron
24207,AIMR,RMGR,4.0,interneuron,interneuron
24220,AIMR,AVJR,1.0,interneuron,interneuron
24223,AIMR,AVDR,2.0,interneuron,interneuron
24239,AIMR,AVAR,1.0,interneuron,interneuron
24255,AIMR,RMDR,1.0,interneuron,motorneuron
24352,AIMR,HSNL,3.0,interneuron,motorneuron
24353,AIMR,HSNR,3.0,interneuron,motorneuron
24373,RIH,ADFR,3.0,interneuron,sensory
24384,RIH,BAGL,2.0,interneuron,sensory
24385,RIH,BAGR,5.0,interneuron,sensory
